"","mean.diff","mean.1","mean.2","t","df","p.val","p.val.adj","description","cell.up","ligand.up","receptor.in.path","ligand.in.path"
"Transmembrane.signaling.receptor.activity",-0.14686958354944,-0.249411057329943,-0.102541473780503,-46.421465153258,446.023946364031,6.91754734925441e-173,4.25861508688474e-171,"Transmembrane signaling receptor activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"G.protein.coupled.receptor.activity",-0.228512257186453,-0.186684095412126,0.0418281617743269,-43.1146416981196,396.92459058613,7.69212799291256e-152,1.26279101216981e-150,"G protein-coupled receptor activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Transporter.activity",-0.108927176700377,0.0024075307956655,0.111334707496042,-22.159458901089,380.796299985926,1.74053893858544e-70,3.68694807420786e-70,"Transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Ion.channel.activity",-0.0288991014908327,0.239844211519608,0.26874331301044,-5.27958945280764,378.047620321768,2.18852535345184e-07,2.44687567894445e-07,"Ion channel activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Voltage.gated.ion.channel.activity",-0.067911869740011,0.140274969108736,0.208186838848747,-9.24723026489346,380.21711323016,1.6827406995661e-18,2.04377261291321e-18,"Voltage-gated ion channel activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Cation.channel.activity",-0.0649139315384106,0.253993452541677,0.318907384080088,-10.5162556403814,380.699653970798,7.06079253565557e-23,8.81480436960803e-23,"Cation channel activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Calcium.channel.activity",-0.165915971314281,0.197984482172032,0.363900453486313,-17.396338809267,390.481442596189,1.34760473511289e-50,2.14788133347282e-50,"Calcium channel activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Potassium.channel.activity",-0.00874608221658985,0.262671880521061,0.27141796273765,-1.04113151869396,367.716736574699,0.298498550374237,0.303427319007867,"Potassium channel activity","10;15","Sema6a;Sema6a","Kcnk3;Kcnk3","Kcnk2"
"Binding",0.146277354789233,0.0201358367430417,-0.126141518046191,43.0785475742268,389.665307227892,2.8600176005924e-150,4.20465274116942e-149,"Binding","6;10;15;6;1;10;15;6;9;10;14;15;2;3;4;6;6;11;10;15;6;6;6;8;10;11;15;10;15;6","Hspa1b;Hspa1b;Hspa1b;Dact1;Adgrl2;Adgrl2;Adgrl2;Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Ramp2;Ramp2;Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a;Dkk3","Gata6;Gata6;Gata6;Pcbd1;Rcan1;Rcan1;Rcan1;C2;C2;C2;C2;C2;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Pmepa1;Pmepa1;Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3;Lgals1","Dkk3;Itga8;Rhob;Ccl8;Hspa1b;Stbd1;Dact1;Kcnk2;Prdx4;Gbp6;Macf1;Npy"
"Protein.binding",0.132844734204742,0.00213870810957521,-0.130706026095167,41.3414620173227,389.482763364686,1.61755921381938e-144,1.6771535006443e-143,"Protein binding","6;10;15;6;1;10;15;10;15;6;6;6;8;10;11;15;10;15;6","Hspa1b;Hspa1b;Hspa1b;Dact1;Adgrl2;Adgrl2;Adgrl2;Ramp2;Ramp2;Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a;Dkk3","Gata6;Gata6;Gata6;Pcbd1;Rcan1;Rcan1;Rcan1;Pmepa1;Pmepa1;Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3;Lgals1","Dkk3;Rhob;Ccl8;Hspa1b;Stbd1;Dact1;Kcnk2;Prdx4;Macf1;Npy"
"Protein.C.terminus.binding",0.195563038024412,0.0765931940929632,-0.118969843931448,23.4462068515506,393.967233688929,9.79038484778766e-77,2.3125969004966e-76,"Protein C-terminus binding","10;15","Sema6a;Sema6a","Kcnk3;Kcnk3",NA
"Transcription.factor.binding",0.119812927378043,-0.11127648096294,-0.231089408340983,14.7718945002935,400.425360049765,1.00479771355203e-39,1.46409134297152e-39,"Transcription factor binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6",NA
"Peptidase.activity",0.0314909682545656,-0.00802980417787229,-0.0395207724324379,5.00270164868115,408.418734709143,8.41425560995407e-07,9.36501895571159e-07,"Peptidase activity","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Serine.type.peptidase.activity",-0.0208316599874497,-0.0259964679316993,-0.00516480794424962,-2.81514175988136,407.309688460094,0.0051122495725875,0.00537413642369123,"Serine-type peptidase activity","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Zinc.ion.binding",0.173041243697651,0.141156738893285,-0.0318845048043663,30.6845767209232,398.333371354348,5.66344056981237e-107,2.25849755516809e-106,"Zinc ion binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6",NA
"Cation.transmembrane.transporter.activity",-0.0679113117065731,0.194656537383152,0.262567849089725,-11.7558880425533,380.659374855795,1.96606031274189e-27,2.57522527666324e-27,"Cation transmembrane transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Ion.transmembrane.transporter.activity",-0.116501799769625,0.0633730563216384,0.179874856091263,-21.4830744667965,379.305130565291,1.49669087923703e-67,2.98429254260824e-67,"Ion transmembrane transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Potassium.ion.transmembrane.transporter.activity",-0.00445300496853174,0.197570388389099,0.202023393357631,-0.629571610255985,372.484333316858,0.52936086143467,0.533149742855982,"Potassium ion transmembrane transporter activity","10;15","Sema6a;Sema6a","Kcnk3;Kcnk3","Kcnk2"
"Calcium.ion.transmembrane.transporter.activity",-0.165915971314281,0.197984482172032,0.363900453486313,-17.396338809267,390.481442596189,1.34760473511289e-50,2.14788133347282e-50,"Calcium ion transmembrane transporter activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Channel.activity",-0.0812578271666287,0.136571573388332,0.217829400554961,-14.8683733494573,371.555016132728,1.44999908410343e-39,2.10656209121221e-39,"Channel activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Inorganic.molecular.entity.transmembrane.transporter.activity",-0.069073463935801,0.191840795093105,0.260914259028906,-13.4648777003835,379.595532016573,4.7008169610401e-34,6.52155592482324e-34,"Inorganic molecular entity transmembrane transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Oxidoreductase.activity",0.171381428812245,0.0414475319766678,-0.129933896835577,26.6439489774597,381.195896490015,4.51773153915701e-89,1.32046455966459e-88,"Oxidoreductase activity","6","Dact1","Pcbd1","Prdx4"
"Oxidoreductase.activity..acting.on.paired.donors..with.incorporation.or.reduction.of.molecular.oxygen",0.227948132166462,0.106514776509555,-0.121433355656907,25.9881045876014,389.394023870178,4.44254346381084e-87,1.26106781321431e-86,"Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","6","Dact1","Pcbd1",NA
"Hydrolase.activity",0.00408295454447456,-0.0842872934158915,-0.088370247960366,0.907946496727871,438.414552544172,0.364405291392031,0.369659332668538,"Hydrolase activity","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2","Rhob;Gbp6"
"Lyase.activity",-0.17018191358103,-0.272322003766594,-0.102140090185564,-28.234255352531,435.039494968824,2.10561527342564e-100,7.4072537297295e-100,"Lyase activity","6","Dact1","Pcbd1",NA
"Serine.hydrolase.activity",-0.0342368478957547,-0.0634411572019198,-0.0292043093061651,-4.71698004215657,406.377363246704,3.29670559000078e-06,3.63227629323353e-06,"Serine hydrolase activity","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Enzyme.binding",0.0823070885739091,-0.102931258672895,-0.185238347246804,21.1908100798798,449.398482946683,1.32314974119769e-69,2.79079763400369e-69,"Enzyme binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Rhob;Hspa1b;Stbd1;Dact1"
"Kinase.binding",0.0485576071664925,-0.144398492500356,-0.192956099666848,9.27650446202924,433.677945049632,8.36849151940956e-19,1.02524429684309e-18,"Kinase binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Rhob;Dact1"
"Protein.kinase.binding",0.0442425395240849,-0.160646225311322,-0.204888764835407,7.79680111502977,438.695117870428,4.66357056203412e-14,5.5013377288666e-14,"Protein kinase binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Rhob;Dact1"
"Protein.domain.specific.binding",0.0622520713853637,-0.0940646073352189,-0.156316678720583,12.2961297047515,427.921995849236,5.75436273523697e-30,7.75382666786377e-30,"Protein domain specific binding","10;15","Ramp2;Ramp2","Pmepa1;Pmepa1",NA
"Passive.transmembrane.transporter.activity",-0.0812578271666287,0.136571573388332,0.217829400554961,-14.8683733494573,371.555016132728,1.44999908410343e-39,2.10656209121221e-39,"Passive transmembrane transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Voltage.gated.channel.activity",-0.067911869740011,0.140274969108736,0.208186838848747,-9.24723026489346,380.21711323016,1.6827406995661e-18,2.04377261291321e-18,"Voltage-gated channel activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Gated.channel.activity",-0.0564596925114775,0.125243565327348,0.181703257838826,-9.1744244701399,380.031456610995,2.93514781145792e-18,3.55611389211077e-18,"Gated channel activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Voltage.gated.cation.channel.activity",-0.084412818505157,0.306400774952822,0.390813593457979,-9.2469808437951,385.226678071921,1.60555868990872e-18,1.95485205137217e-18,"Voltage-gated cation channel activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Transmembrane.transporter.activity",-0.123326530216784,0.0557073041613554,0.179033834378139,-23.3663698366704,373.386911669527,4.66218804355522e-75,1.07045576291419e-74,"Transmembrane transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Inorganic.cation.transmembrane.transporter.activity",-0.0710837590454315,0.213112754134496,0.284196513179927,-12.9662481275216,385.763087786808,3.65697840008189e-32,5.01688540958309e-32,"Inorganic cation transmembrane transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Carbohydrate.binding",-0.0881845202314923,-0.0740526956032612,0.0141318246282311,-17.2526982767311,401.373644116421,2.68571567651595e-50,4.25995159640613e-50,"Carbohydrate binding","6","Dkk3","Lgals1","Stbd1"
"Small.molecule.binding",0.0564119633590647,-0.0792198144102336,-0.135631777769298,13.8243329543295,391.86692755781,1.1058685199515e-35,1.5472734263526e-35,"Small molecule binding","6","Dkk3","Lgals1","Rhob;Hspa1b;Gbp6"
"Signaling.receptor.activity",-0.127360133747691,-0.223590076853985,-0.0962299431062946,-40.4810747949471,437.993299019825,4.07779949079972e-150,5.65722887103905e-149,"Signaling receptor activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Identical.protein.binding",0.0876105957907062,-0.0479542608447637,-0.13556485663547,25.335794203781,426.57059395819,4.40880113511665e-87,1.25510668152887e-86,"Identical protein binding","6;1;10;15;6;6;6;8;10;11;15;6","Dact1;Adgrl2;Adgrl2;Adgrl2;Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Dkk3","Pcbd1;Rcan1;Rcan1;Rcan1;Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Lgals1",NA
"Ion.binding",0.165604939394487,0.0644404343770855,-0.101164505017401,42.3900584304815,395.024264164681,4.53646608879449e-149,5.87949881245076e-148,"Ion binding","6;10;15;6;9;10;14;15;2;3;4;6;6;11","Hspa1b;Hspa1b;Hspa1b;Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Gata6;Gata6;Gata6;C2;C2;C2;C2;C2;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8;Rhob;Hspa1b;Gbp6;Macf1"
"Cation.binding",0.184205478015635,0.134502729740153,-0.0497027482754816,47.4687113072861,372.661804305561,4.42613070187251e-160,1.28227610039542e-158,"Cation binding","6;10;15;6;9;10;14;15;2;3;4;6;6;11","Hspa1b;Hspa1b;Hspa1b;Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Gata6;Gata6;Gata6;C2;C2;C2;C2;C2;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8;Macf1"
"Laminin.binding",0.0304018885379113,-0.0326927096607822,-0.0630945981986935,2.47177822696613,430.695944599727,0.0138299010358961,0.0144000555183485,"Laminin binding","6","Dkk3","Lgals1",NA
"Sequence.specific.DNA.binding",0.073532404776557,-0.0267433418691688,-0.100275746645726,11.8843422289301,372.609560100385,7.74538857765127e-28,1.01994756002493e-27,"Sequence-specific DNA binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6",NA
"SMAD.binding",0.412710458492856,0.178068720940226,-0.23464173755263,32.4366878504599,398.615374592714,7.09911855133229e-114,3.26758494068332e-113,"SMAD binding","10;15","Ramp2;Ramp2","Pmepa1;Pmepa1",NA
"Metal.ion.binding",0.183841680284466,0.14213365523443,-0.0417080250500361,49.4078383627244,371.675011445559,1.9965421288011e-165,7.56382306488111e-164,"Metal ion binding","6;10;15;6;9;10;14;15;2;3;4;6;6;11","Hspa1b;Hspa1b;Hspa1b;Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Gata6;Gata6;Gata6;C2;C2;C2;C2;C2;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8;Macf1"
"Metal.ion.transmembrane.transporter.activity",-0.0725304192122458,0.240600023776736,0.313130442988981,-12.8206824436168,395.082204987734,1.05461028917087e-31,1.44477209295313e-31,"Metal ion transmembrane transporter activity","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Kcnk2"
"Transition.metal.ion.binding",0.153933059664282,0.0690511798000126,-0.084881879864269,35.002537833081,419.201414255781,1.7353968002385e-126,1.03597930196056e-125,"Transition metal ion binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6",NA
"Monosaccharide.binding",-0.0761579788067169,-0.101375797148189,-0.025217818341472,-9.05065563161927,415.279798870511,5.5538539513213e-18,6.71232655466439e-18,"Monosaccharide binding","6","Dkk3","Lgals1",NA
"Extracellular.matrix.binding",0.379994379713226,0.218903102642973,-0.161091277070253,50.0480797773485,433.871576821111,2.44987645715642e-182,1.72366307878505e-180,"Extracellular matrix binding","6","Dkk3","Lgals1",NA
"Molecular.transducer.activity",-0.127360133747691,-0.223590076853985,-0.0962299431062946,-40.4810747949471,437.993299019825,4.07779949079972e-150,5.65722887103905e-149,"Molecular transducer activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Organic.cyclic.compound.binding",0.0753648620270154,-0.0389893760946739,-0.114354238121689,17.3469396055708,378.008357749838,5.25518012230031e-50,8.30875187875731e-50,"Organic cyclic compound binding","6;10;15;1;10;15","Hspa1b;Hspa1b;Hspa1b;Adgrl2;Adgrl2;Adgrl2","Gata6;Gata6;Gata6;Rcan1;Rcan1;Rcan1","Rhob;Hspa1b;Gbp6"
"Catalytic.activity..acting.on.a.protein",0.093240023608735,0.0110012263759062,-0.0822387972328289,18.4287897630912,392.286099178105,4.41032547707799e-55,7.41326040089048e-55,"Catalytic activity, acting on a protein","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Transcription.regulator.activity",0.0974731033738656,-0.0206322100439358,-0.118105313417801,15.7697338795775,373.983967719972,2.58258113452787e-43,3.9075920391858e-43,"Transcription regulator activity","6;10;15;6","Hspa1b;Hspa1b;Hspa1b;Dact1","Gata6;Gata6;Gata6;Pcbd1",NA
"Heterocyclic.compound.binding",0.0708361154026615,-0.0527270557405733,-0.123563171143235,15.4940262182723,376.768377062177,3.05462291074932e-42,4.56571102744777e-42,"Heterocyclic compound binding","6;10;15;1;10;15","Hspa1b;Hspa1b;Hspa1b;Adgrl2;Adgrl2;Adgrl2","Gata6;Gata6;Gata6;Rcan1;Rcan1;Rcan1","Rhob;Hspa1b;Gbp6"
"Sequence.specific.double.stranded.DNA.binding",0.0735692776433751,-0.0149084293960077,-0.0884777070393828,11.8248930873087,372.591122981915,1.29725996671736e-27,1.70146613477576e-27,"Sequence-specific double-stranded DNA binding","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6",NA
"Rap1.signaling.pathway",0.00527632174186839,-0.0185051272613956,-0.023781449003264,0.852351360692711,408.823708664343,0.394518148662168,0.399794625959089,"Rap1 signaling pathway","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Neuroactive.ligand.receptor.interaction",-0.134129435333227,0.0567149205356724,0.190844355868899,-21.3329585305997,393.02773439547,1.24756978467135e-67,2.49260900182815e-67,"Neuroactive ligand-receptor interaction","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Npy"
"PI3K.Akt.signaling.pathway",0.155533067181788,0.0895778953659626,-0.0659551718158258,28.5336943634758,382.763742356671,8.56113039719357e-97,2.79228921895221e-96,"PI3K-Akt signaling pathway","2;3;4;6;6;11","Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
"ECM.receptor.interaction",0.271442289151032,0.210748030930467,-0.0606942582205648,37.3963815324234,381.615719865564,1.1141212533962e-129,7.67419185031646e-129,"ECM-receptor interaction","2;3;4;6;6;11","Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
"Cell.adhesion.molecules",-0.172534229374769,-0.347447873839721,-0.174913644464952,-33.9501229277175,710.088306716309,7.52864548669534e-151,1.14087935452229e-149,"Cell adhesion molecules","2;3;4;6;6;11","Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
"Complement.and.coagulation.cascades",0.288599516419159,0.14388972001808,-0.14470979640108,33.9293261137031,374.775615311252,2.576291056397e-116,1.25007226135519e-115,"Complement and coagulation cascades","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Thermogenesis",-0.0468566636980387,0.00280535953421333,0.049662023232252,-5.63747758933128,393.057311692479,3.29929355904777e-08,3.71831139091768e-08,"Thermogenesis","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Retrograde.endocannabinoid.signaling",0.0271354350136267,-0.0150301318271134,-0.04216556684074,2.98556250612842,400.476061897211,0.00300430064449197,0.00317174290977984,"Retrograde endocannabinoid signaling","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Regulation.of.actin.cytoskeleton",0.286584974558059,0.185541402135785,-0.101043572422274,31.0879568294486,380.869005347573,1.55548220856803e-106,6.1532127527691e-106,"Regulation of actin cytoskeleton","2;3;4;6;6;11","Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
"Thyroid.hormone.signaling.pathway",-0.0594090121105506,0.178825118644294,0.238234130754844,-8.49966660676159,378.131637385145,4.44883889423352e-16,5.30521345135595e-16,"Thyroid hormone signaling pathway","1;10;15","Adgrl2;Adgrl2;Adgrl2","Rcan1;Rcan1;Rcan1",NA
"Oxytocin.signaling.pathway",0.0357230068716572,0.161048677053153,0.125325670181496,4.68905142186738,397.882886052286,3.77776520343588e-06,4.15765220713334e-06,"Oxytocin signaling pathway","1;10;15","Adgrl2;Adgrl2;Adgrl2","Rcan1;Rcan1;Rcan1",NA
"Aldosterone.synthesis.and.secretion",-0.0897259138632821,0.110248377457147,0.199974291320429,-9.61498163218693,376.667014030579,1.02224305414135e-19,1.25706542862576e-19,"Aldosterone synthesis and secretion","10;15","Sema6a;Sema6a","Kcnk3;Kcnk3",NA
"Cortisol.synthesis.and.secretion",-0.0410344416627155,0.00394849666943534,0.0449829383321509,-4.26712149371073,393.476431292544,2.48358503006786e-05,2.70911545361776e-05,"Cortisol synthesis and secretion","10;15","Sema6a;Sema6a","Kcnk3;Kcnk3","Kcnk2"
"Cushing.syndrome",-0.0647883107456585,-0.00413408587591626,0.0606542248697423,-8.6837832960585,382.078309710093,1.1280162675196e-16,1.35334473021535e-16,"Cushing syndrome","10;15","Sema6a;Sema6a","Kcnk3;Kcnk3","Kcnk2"
"Alcoholic.liver.disease",-0.0482685893161989,-0.13599164423839,-0.0877230549221913,-6.41242845715797,441.149701330497,3.69064470551702e-10,4.2468283118391e-10,"Alcoholic liver disease","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Pertussis",0.0838230874897627,0.0301301675374675,-0.0536929199522951,10.5468427596226,428.130510307914,2.83477553853641e-23,3.58901530264571e-23,"Pertussis","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Staphylococcus.aureus.infection",-0.0416918863071522,-0.232005250964546,-0.190313364657393,-4.61038728527205,507.247874877352,5.09313096634383e-06,5.59903348420611e-06,"Staphylococcus aureus infection","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Human.papillomavirus.infection",0.179904932681729,0.0675196616640643,-0.112385271017665,29.091516886125,385.454638208683,2.80415391433827e-99,9.4592178274767e-99,"Human papillomavirus infection","2;3;4;6;6;11","Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
"Kaposi.sarcoma.associated.herpesvirus.infection",-0.067197514831198,-0.22724814607729,-0.160050631246092,-7.13983238487984,392.260624632265,4.56372359863748e-12,5.31355525373276e-12,"Kaposi sarcoma-associated herpesvirus infection","1;10;15","Adgrl2;Adgrl2;Adgrl2","Rcan1;Rcan1;Rcan1",NA
"Coronavirus.disease...COVID.19",0.0263208649366412,0.00579444373191578,-0.0205264212047254,3.26094230615881,423.47575391318,0.00120018401035077,0.00127803378399514,"Coronavirus disease - COVID-19","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Systemic.lupus.erythematosus",-0.106971478612867,-0.261798322221091,-0.154826843608224,-11.7783616207532,521.900966892742,1.46246404250426e-28,1.94403114961767e-28,"Systemic lupus erythematosus","6;9;10;14;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6","C2;C2;C2;C2;C2",NA
"Hypertrophic.cardiomyopathy",0.198889701126018,0.048115227272531,-0.150774473853487,19.1530012204157,386.215028025792,5.79200259301241e-58,1.00089869370478e-57,"Hypertrophic cardiomyopathy","2;3;4;6;6;11","Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
